91130461,"folhailustrada",Folha Ilustrada,170118,1416244337583
1110190452,"CHIMPSINSOCKS",amanda abbington,168848,1416244337583
118518057,"yvonneokoro",yvonne okoro,168912,1416244337583
20805188,"guia_folha",Guia Folha,158991,1416244337583
17781576,"OfficialWRC",WRC,159045,1416244337583
195516975,"Joselyn_Dumas",Joselyn Dumas,159149,1416244337583
158110011,"sorluciacaram",Sor Lucía Caram,157159,1416244337583
42619515,"juancamus",Juan Camus,155070,1416244337583
1057266128,"AndyRaconte",Andy,156812,1416244337583
69183155,"detikcom",detikcom,8523089,1416244398712
41043596,"jorgeemateus",Jorge & Mateus,2895870,1416244398712
125225621,"TRANSTV_CORP",TRANS TV,2797773,1416244398712
124839730,"TRANS7",TRANS7,2754063,1416244398712
114557496,"urgantcom",Ivan Urgant,2483664,1416244398712
88910796,"eseryenenler",Eser YENENLER,2214193,1416244398712
701699418,"AHMTKURAL",Ahmet Kural,2184622,1416244398712
468921945,"fbbreal",Fatima Bernardes,1484736,1416244398712
7831092,"tacobell",Taco Bell,1436023,1416244398712
366666686,"kivanctatlitug",K?vanç Tatl?tu?,1378442,1416244398712
264771201,"TolgaCevik",Tolga Cevik,1373431,1416244398712
99092563,"gulsenin",Gül?en,1362967,1416244398712
71436318,"KompasTV",KOMPAS TV,1275875,1416244398712
99918629,"channelone_rus",?????? ?????,1226275,1416244398712
16203586,"dougulman",Doug Ulman,1089997,1416244398712
141817380,"Anitta",Anitta,1072334,1416244398712
122342030,"maya_karin",Maya Karin,991298,1416244398712
83512464,"ANDREMARQUES79",ANDRE  A S MARQUES,954324,1416244398712
88911946,"ibrahimbuyukak",?brahim BÜYÜKAK,918061,1416244398712
89159940,"ousankoc",O?uzhan KOÇ,850732,1416244398712
324076260,"bysTaXx",sTaXx,851871,1416244398712
14594698,"UOLNoticias",UOL Notícias,846292,1416244398712
72854177,"OLeoSantana",Léo Santana,836488,1416244398712
464692152,"AssalaOfficial",Assala,781994,1416244398712
295429897,"sermiyanmidyat",sermiyan midyat,737548,1416244398712
35015510,"nando_reis",Nando Reis,718928,1416244398712
14595245,"UOLEsporte",UOL Esporte,716617,1416244398712
104683173,"Excelsior",Periódico Excélsior,715015,1416244398712
163218185,"LitaRee_real",Rita Lee,659231,1416244398712
242796587,"eva_hache",Eva Hache,650711,1416244398712
132539757,"CremoniniCesare",Cesare Cremonini,613934,1416244398712
43208247,"siteEgo",Ego,590050,1416244398712
41931380,"Projota",Projota,561697,1416244398712
594564886,"HazalKaya110",Hazal Kaya,550786,1416244398712
174351951,"marthahigareda",Martha Higareda,520562,1416244398712
258703448,"APJAbdulKalam",APJ Abdul Kalam,508075,1416244398712
1917731,"thehill",The Hill,499773,1416244398712
118288671,"netmedia_info",NET MEDIA ,476973,1416244398712
27168893,"danielamercury",Daniela Mercury,456747,1416244398712
1407232710,"TheComment_NET",The Comment,455696,1416244398712
156932849,"NadalMiki",Miki Nadal,448246,1416244398712
310555434,"BuseTerim",Buse Terim,430374,1416244398712
396851667,"TownGamePlay",iTownGamePlay,431956,1416244398712
92535705,"DemirBetul",Betül Demir,399396,1416244398712
26809005,"goal_intl",Goal,396146,1416244398712
197133642,"DDeryaBaykal",Derya Baykal,390691,1416244398712
58951368,"monicabergamo",Mônica Bergamo,384205,1416244398712
31524543,"KontrolFreek",KontrolFreek,384514,1416244398712
256495314,"firstpostin",Firstpost,385082,1416244398712
208442526,"Philae2014",Philae Lander,384303,1416244398712
114310653,"PauloGustavo31",Paulo Gustavo,356285,1416244398712
50091650,"Telemetro",Telemetro,314951,1416244398712
70299078,"IsraelNovaes",Israel Novaes (IN),314398,1416244398712
840897602,"christiand",Christian Delgrosso,303179,1416244398712
93879817,"AvioesdoForro_",Aviões do Forró,295128,1416244398712
256031832,"ThaemeeThiago",Thaeme e Thiago,294928,1416244398712
64947130,"sporservisi",Spor Servisi,288270,1416244398712
218846504,"rosarioficial",Rosario Flores,286807,1416244398712
97566975,"mylifeasliz_liz",liz bizkit,281459,1416244398712
54280694,"MarcoseBelutti",Marcos & Belutti,277259,1416244398712
42573217,"gkhamba",Khamba,277047,1416244398712
