p,s,p&s,totalNumberOfCandidatesinML,numberOfExpiredCandidatesinML,numberOfExpiredCandidatesAfterTheMaintenanceinML,numberOfExpiredElementsInTheView,numberOfExpiredElementsInTheViewAfterTheMaintenance 
,39,4.0,4.0,22.0,22.0 
,41,9.0,8.0,41.0,40.0 
,32,8.0,7.0,46.0,45.0 
,30,9.0,8.0,48.0,47.0 
,30,11.0,9.0,63.0,61.0 
,32,14.0,12.0,83.0,81.0 
,30,11.0,10.0,94.0,93.0 
,27,10.0,8.0,102.0,100.0 
,29,13.0,13.0,108.0,108.0 
,31,17.0,15.0,119.0,117.0 
,30,15.0,13.0,125.0,123.0 
,30,16.0,14.0,136.0,134.0 
,29,17.0,15.0,140.0,138.0 
,27,14.0,13.0,145.0,144.0 
,37,21.0,20.0,148.0,147.0 
,39,18.0,16.0,155.0,153.0 
,26,16.0,14.0,160.0,158.0 
,22,13.0,12.0,161.0,160.0 
,25,14.0,11.0,162.0,159.0 
,26,14.0,13.0,168.0,167.0 
,41,22.0,20.0,168.0,166.0 
,40,24.0,23.0,179.0,178.0 
,42,24.0,23.0,181.0,180.0 
,32,20.0,18.0,182.0,180.0 
,23,16.0,14.0,185.0,183.0 
,21,15.0,13.0,188.0,186.0 
,34,21.0,19.0,189.0,187.0 
,36,25.0,24.0,192.0,191.0 
,37,25.0,22.0,197.0,194.0 
,38,22.0,20.0,200.0,198.0 
,28,20.0,18.0,208.0,206.0 
,25,19.0,16.0,208.0,205.0 
,29,22.0,21.0,214.0,213.0 
,27,20.0,17.0,215.0,212.0 
,34,23.0,22.0,214.0,213.0 
,32,23.0,21.0,219.0,217.0 
,26,18.0,16.0,218.0,216.0 
,32,22.0,19.0,219.0,216.0 
,28,21.0,18.0,220.0,217.0 
,38,26.0,23.0,226.0,223.0 
,33,24.0,24.0,222.0,222.0 
,27,21.0,18.0,229.0,226.0 
,31,21.0,19.0,230.0,228.0 
,30,22.0,20.0,235.0,233.0 
,24,17.0,16.0,234.0,233.0 
,30,19.0,18.0,237.0,236.0 
,26,19.0,17.0,241.0,239.0 
,25,21.0,19.0,244.0,242.0 
,26,18.0,15.0,243.0,240.0 
,29,20.0,17.0,246.0,243.0 
,24,15.0,14.0,243.0,242.0 
,31,19.0,18.0,250.0,249.0 
,28,22.0,19.0,247.0,244.0 
,23,17.0,15.0,245.0,243.0 
,27,21.0,19.0,255.0,253.0 
,38,25.0,22.0,250.0,247.0 
,34,19.0,17.0,251.0,249.0 
,33,19.0,18.0,252.0,251.0 
,39,26.0,25.0,255.0,254.0 
,39,29.0,27.0,260.0,258.0 
,43,31.0,28.0,261.0,258.0 
,42,29.0,26.0,262.0,259.0 
,33,26.0,24.0,265.0,263.0 
,30,21.0,19.0,266.0,264.0 
,30,22.0,20.0,270.0,268.0 
,33,22.0,19.0,268.0,265.0 
,34,22.0,20.0,270.0,268.0 
,30,18.0,17.0,272.0,271.0 
,31,19.0,18.0,275.0,274.0 
,32,26.0,24.0,283.0,281.0 
,30,22.0,20.0,285.0,283.0 
,22,18.0,15.0,286.0,283.0 
,23,14.0,11.0,287.0,284.0 
,28,17.0,16.0,286.0,285.0 
,24,18.0,15.0,284.0,281.0 
,31,24.0,22.0,285.0,283.0 
,34,25.0,24.0,285.0,284.0 
,36,26.0,24.0,288.0,286.0 
,33,25.0,22.0,292.0,289.0 
,36,27.0,25.0,292.0,290.0 
,36,26.0,24.0,292.0,290.0 
,32,20.0,18.0,291.0,289.0 
,37,27.0,26.0,288.0,287.0 
,37,27.0,26.0,291.0,290.0 
,31,22.0,20.0,294.0,292.0 
,32,21.0,20.0,292.0,291.0 
,31,17.0,15.0,291.0,289.0 
,38,24.0,23.0,292.0,291.0 
,33,20.0,18.0,292.0,290.0 
,35,21.0,18.0,291.0,288.0 
,33,22.0,20.0,288.0,286.0 
,34,25.0,22.0,290.0,287.0 
,35,24.0,21.0,293.0,290.0 
,39,27.0,25.0,290.0,288.0 
,35,25.0,22.0,290.0,287.0 
,36,21.0,21.0,293.0,293.0 
,36,24.0,22.0,293.0,291.0 
,33,23.0,21.0,295.0,293.0 
,40,26.0,24.0,295.0,293.0 
,38,30.0,27.0,299.0,296.0 
,30,21.0,20.0,296.0,295.0 
,26,17.0,15.0,295.0,293.0 
,31,22.0,20.0,296.0,294.0 
,30,21.0,19.0,294.0,292.0 
,26,21.0,20.0,295.0,294.0 
,26,20.0,17.0,295.0,292.0 
,30,20.0,18.0,295.0,293.0 
,32,23.0,20.0,298.0,295.0 
,26,19.0,17.0,299.0,297.0 
,30,17.0,16.0,301.0,300.0 
,25,14.0,12.0,302.0,300.0 
,31,23.0,21.0,299.0,297.0 
,26,15.0,13.0,297.0,295.0 
,26,18.0,16.0,297.0,295.0 
,33,26.0,23.0,301.0,298.0 
,27,19.0,16.0,298.0,295.0 
,24,13.0,11.0,298.0,296.0 
,34,23.0,21.0,302.0,300.0 
,33,26.0,24.0,301.0,299.0 
,41,28.0,27.0,305.0,304.0 
,34,23.0,22.0,306.0,305.0 
,30,24.0,21.0,310.0,307.0 
,33,25.0,22.0,312.0,309.0 
,35,23.0,21.0,311.0,309.0 
,29,19.0,17.0,313.0,311.0 
,32,20.0,18.0,309.0,307.0 
,26,14.0,13.0,306.0,305.0 
,30,23.0,20.0,308.0,305.0 
,35,23.0,22.0,305.0,304.0 
,32,25.0,22.0,302.0,299.0 
,34,26.0,24.0,301.0,299.0 
,35,29.0,27.0,302.0,300.0 
,30,23.0,20.0,303.0,300.0 
,30,24.0,22.0,303.0,301.0 
,37,27.0,25.0,304.0,302.0 
,40,30.0,27.0,304.0,301.0 
,36,26.0,23.0,304.0,301.0 
,36,26.0,23.0,306.0,303.0 
,32,25.0,24.0,305.0,304.0 
,37,27.0,25.0,306.0,304.0 
,41,31.0,29.0,310.0,308.0 
,31,22.0,19.0,311.0,308.0 
,29,16.0,15.0,308.0,307.0 
,33,25.0,23.0,310.0,308.0 
,31,21.0,19.0,311.0,309.0 
,31,20.0,18.0,310.0,308.0 
,36,26.0,24.0,308.0,306.0 
,39,25.0,25.0,304.0,304.0 
,37,24.0,23.0,306.0,305.0 
,39,23.0,21.0,301.0,299.0 
