p,s,p&s,totalNumberOfCandidatesinML,numberOfExpiredCandidatesinML,numberOfExpiredCandidatesAfterTheMaintenanceinML,numberOfExpiredElementsInTheView,numberOfExpiredElementsInTheViewAfterTheMaintenance 
,39,4.0,4.0,22.0,22.0 
,41,9.0,9.0,41.0,41.0 
,32,9.0,8.0,47.0,46.0 
,30,10.0,10.0,49.0,49.0 
,30,11.0,11.0,63.0,63.0 
,32,15.0,15.0,85.0,85.0 
,30,11.0,9.0,98.0,96.0 
,27,10.0,9.0,105.0,104.0 
,29,12.0,11.0,114.0,113.0 
,31,16.0,15.0,121.0,120.0 
,30,16.0,16.0,127.0,127.0 
,30,17.0,16.0,136.0,135.0 
,29,15.0,14.0,140.0,139.0 
,27,14.0,13.0,146.0,145.0 
,37,18.0,18.0,147.0,147.0 
,39,20.0,20.0,157.0,157.0 
,26,16.0,15.0,163.0,162.0 
,22,15.0,14.0,168.0,167.0 
,25,16.0,15.0,169.0,168.0 
,26,15.0,14.0,175.0,174.0 
,41,24.0,23.0,176.0,175.0 
,40,24.0,24.0,180.0,180.0 
,42,22.0,22.0,183.0,183.0 
,32,18.0,17.0,184.0,183.0 
,23,13.0,13.0,189.0,189.0 
,21,13.0,13.0,192.0,192.0 
,34,21.0,20.0,195.0,194.0 
,36,24.0,23.0,200.0,199.0 
,37,28.0,27.0,206.0,205.0 
,38,23.0,22.0,212.0,211.0 
,28,18.0,17.0,217.0,216.0 
,25,18.0,17.0,217.0,216.0 
,29,22.0,22.0,221.0,221.0 
,27,20.0,19.0,222.0,221.0 
,34,26.0,26.0,221.0,221.0 
,32,26.0,26.0,224.0,224.0 
,26,20.0,20.0,224.0,224.0 
,32,26.0,25.0,223.0,222.0 
,28,22.0,21.0,226.0,225.0 
,38,23.0,22.0,231.0,230.0 
,33,22.0,20.0,230.0,228.0 
,27,21.0,21.0,232.0,232.0 
,31,23.0,23.0,238.0,238.0 
,30,25.0,24.0,245.0,244.0 
,24,20.0,19.0,243.0,242.0 
,30,24.0,23.0,246.0,245.0 
,26,22.0,21.0,249.0,248.0 
,25,20.0,19.0,252.0,251.0 
,26,20.0,20.0,252.0,252.0 
,29,22.0,22.0,255.0,255.0 
,24,17.0,16.0,254.0,253.0 
,31,23.0,23.0,255.0,255.0 
,28,24.0,23.0,257.0,256.0 
,23,20.0,19.0,257.0,256.0 
,27,24.0,23.0,265.0,264.0 
,38,32.0,31.0,265.0,264.0 
,34,29.0,29.0,268.0,268.0 
,33,29.0,28.0,271.0,270.0 
,39,32.0,32.0,272.0,272.0 
