p, s, p&s, totalNumberOfCandidatesinML, numberOfExpiredCandidatesinML, numberOfExpiredCandidatesAfterTheMaintenanceinML, numberOfExpiredElementsInTheView, numberOfExpiredElementsInTheViewAfterTheMaintenance 
,39,26.0,26.0,190.0,190.0 
,41,34.0,13.0,284.0,263.0 
,32,22.0,13.0,311.0,302.0 
,30,17.0,5.0,320.0,308.0 
,30,20.0,13.0,347.0,340.0 
,32,19.0,12.0,358.0,351.0 
,30,24.0,18.0,366.0,360.0 
,27,25.0,9.0,372.0,356.0 
,29,20.0,15.0,369.0,364.0 
,31,25.0,14.0,367.0,356.0 
,30,25.0,17.0,374.0,366.0 
,30,24.0,13.0,373.0,362.0 
,29,26.0,15.0,384.0,373.0 
,27,21.0,10.0,376.0,365.0 
,37,30.0,22.0,374.0,366.0 
,39,32.0,13.0,373.0,354.0 
,26,18.0,9.0,365.0,356.0 
,22,15.0,8.0,364.0,357.0 
,25,21.0,14.0,369.0,362.0 
,26,22.0,15.0,379.0,372.0 
,41,35.0,23.0,381.0,369.0 
,40,35.0,21.0,377.0,363.0 
,42,33.0,17.0,375.0,359.0 
,32,25.0,13.0,372.0,360.0 
,23,15.0,6.0,373.0,364.0 
,21,12.0,8.0,369.0,365.0 
,34,23.0,18.0,367.0,362.0 
,36,26.0,19.0,372.0,365.0 
,37,30.0,13.0,376.0,359.0 
,38,33.0,21.0,381.0,369.0 
,28,22.0,8.0,375.0,361.0 
,25,19.0,13.0,363.0,357.0 
,29,24.0,13.0,368.0,357.0 
,27,20.0,10.0,368.0,358.0 
,34,23.0,13.0,368.0,358.0 
,32,22.0,11.0,374.0,363.0 
,26,20.0,12.0,375.0,367.0 
,32,27.0,17.0,376.0,366.0 
,28,25.0,11.0,377.0,363.0 
,38,30.0,21.0,376.0,367.0 
,33,25.0,12.0,370.0,357.0 
,27,22.0,10.0,374.0,362.0 
,31,24.0,17.0,376.0,369.0 
,30,26.0,13.0,373.0,360.0 
,24,16.0,10.0,364.0,358.0 
,30,22.0,13.0,369.0,360.0 
,26,21.0,11.0,377.0,367.0 
,25,22.0,15.0,380.0,373.0 
,26,23.0,15.0,379.0,371.0 
,29,27.0,12.0,381.0,366.0 
,24,19.0,11.0,370.0,362.0 
,31,24.0,17.0,378.0,371.0 
,28,22.0,11.0,374.0,363.0 
,23,17.0,8.0,368.0,359.0 
,27,23.0,17.0,371.0,365.0 
,38,36.0,25.0,380.0,369.0 
,34,31.0,13.0,376.0,358.0 
,33,27.0,15.0,375.0,363.0 
,39,33.0,17.0,378.0,362.0 
,39,30.0,20.0,375.0,365.0 
,43,34.0,17.0,368.0,351.0 
,42,32.0,14.0,367.0,349.0 
,33,25.0,14.0,362.0,351.0 
,30,22.0,9.0,365.0,352.0 
,30,24.0,16.0,366.0,358.0 
,33,27.0,16.0,367.0,356.0 
,34,24.0,13.0,365.0,354.0 
,30,22.0,11.0,370.0,359.0 
,31,26.0,17.0,366.0,357.0 
,32,23.0,12.0,366.0,355.0 
,30,27.0,14.0,365.0,352.0 
,22,17.0,9.0,365.0,357.0 
,23,16.0,11.0,371.0,366.0 
,28,21.0,10.0,373.0,362.0 
,24,16.0,11.0,366.0,361.0 
,31,25.0,18.0,360.0,353.0 
,34,30.0,18.0,369.0,357.0 
,36,33.0,17.0,371.0,355.0 
,33,25.0,13.0,374.0,362.0 
,36,25.0,17.0,374.0,366.0 
,36,33.0,17.0,373.0,357.0 
,32,27.0,17.0,372.0,362.0 
,37,30.0,20.0,363.0,353.0 
,37,28.0,12.0,365.0,349.0 
,31,26.0,15.0,369.0,358.0 
,32,26.0,11.0,364.0,349.0 
,31,24.0,19.0,363.0,358.0 
,38,30.0,15.0,371.0,356.0 
,33,27.0,16.0,369.0,358.0 
,35,24.0,15.0,364.0,355.0 
,33,28.0,14.0,372.0,358.0 
,34,27.0,16.0,371.0,360.0 
,35,29.0,15.0,370.0,356.0 
,39,32.0,19.0,373.0,360.0 
,35,29.0,16.0,374.0,361.0 
,36,28.0,17.0,364.0,353.0 
,36,28.0,17.0,371.0,360.0 
,33,25.0,12.0,374.0,361.0 
,40,29.0,21.0,372.0,364.0 
,38,31.0,15.0,371.0,355.0 
,30,22.0,12.0,362.0,352.0 
,26,15.0,9.0,352.0,346.0 
,31,24.0,15.0,363.0,354.0 
,30,27.0,15.0,372.0,360.0 
,26,23.0,12.0,365.0,354.0 
,26,22.0,15.0,369.0,362.0 
,30,24.0,15.0,373.0,364.0 
,32,26.0,15.0,375.0,364.0 
,26,22.0,11.0,373.0,362.0 
,30,25.0,17.0,374.0,366.0 
,25,21.0,11.0,382.0,372.0 
,31,29.0,19.0,382.0,372.0 
,26,24.0,10.0,372.0,358.0 
,26,20.0,14.0,371.0,365.0 
,33,29.0,19.0,380.0,370.0 
,27,21.0,9.0,379.0,367.0 
,24,21.0,13.0,374.0,366.0 
,34,26.0,13.0,371.0,358.0 
,33,25.0,14.0,366.0,355.0 
,41,37.0,21.0,371.0,355.0 
,34,25.0,10.0,364.0,349.0 
,30,24.0,16.0,369.0,361.0 
,33,28.0,17.0,370.0,359.0 
,35,27.0,12.0,366.0,351.0 
,29,22.0,13.0,370.0,361.0 
,32,25.0,14.0,369.0,358.0 
,26,17.0,12.0,374.0,369.0 
,30,25.0,16.0,381.0,372.0 
,35,29.0,15.0,376.0,362.0 
,32,25.0,15.0,374.0,364.0 
,34,30.0,18.0,371.0,359.0 
,35,27.0,16.0,368.0,357.0 
,30,21.0,11.0,359.0,349.0 
,30,19.0,9.0,360.0,350.0 
,37,29.0,19.0,363.0,353.0 
,40,30.0,14.0,356.0,340.0 
,36,27.0,18.0,359.0,350.0 
,36,32.0,18.0,367.0,353.0 
,32,24.0,14.0,364.0,354.0 
,37,28.0,18.0,369.0,359.0 
,41,30.0,15.0,372.0,357.0 
,31,25.0,13.0,370.0,358.0 
,29,23.0,14.0,375.0,366.0 
,33,29.0,17.0,377.0,365.0 
,31,24.0,16.0,375.0,367.0 
,31,26.0,16.0,371.0,361.0 
,36,28.0,14.0,366.0,352.0 
,39,27.0,21.0,370.0,364.0 
,37,29.0,17.0,369.0,357.0 
,39,30.0,17.0,370.0,357.0 
