10629182,"JenJoCobb",Jennifer Jo Cobb,54760,1496,9756,1420544088587
221442114,"I_AM_Worthy99",Jerel Worthy,38114,1081,22493,1420544088587
387220815,"summersreign",Summer Reign,38297,2480,2509,1420544088587
1048086950,"LFCBangladesh",LFC Bangladesh,10216,4221,5778,1420544088587
7023592,"CarMax",CarMax ,32887,5323,17973,1420544088587
50901091,"spizzyspose",Spose,15993,1040,28672,1420544088587
34541677,"LAIreland",John Ireland,78367,1176,3019,1420544088587
18811814,"iowaspeedway",Iowa Speedway,23913,2107,4932,1420544088587
15856366,"LamarSmithTX21",Lamar Smith,12644,3522,1018,1420544088587
22095286,"JesseCsincsak",Jesse Csincsak,33996,1855,17450,1420544088587
309188647,"redbullDC",Red Bull DC,10612,3600,3200,1420544088587
140080129,"EssexPoliceUK",Essex Police,77985,23453,9546,1420544088587
114872969,"gonzoCSN",John Gonzalez,21478,2178,15683,1420544088587
163926617,"Schizofreniks",The Schizofreniks,80689,76065,6109,1420544088587
20096207,"ElizabethArden",Elizabeth Arden,81481,2343,8638,1420544088587
16009851,"DLR_de",DLR_de,17161,2159,9607,1420544088587
2204070475,"katperkinsmusic",Kat Perkins,59253,19537,4503,1420544088587
10652382,"fcinq",Antoine Bayet,16949,3486,16722,1420544088587
19274498,"KICKEN",Patrick Kicken,21554,1837,18840,1420544088587
55627393,"paul_lando",Paul Landó,10352,1001,34484,1420544088587
16220541,"ToyotaGB",ToyotaGB,29853,1441,14347,1420544088587
251369428,"RaffiTalks", RAFFI BOGHOSIAN,27686,1511,2480,1420544088587
19964088,"worshipcentral",Worship Central,40858,16531,4190,1420544088587
120985729,"SKODAUK",ŠKODA UK,45966,1918,4878,1420544088587
395194959,"DStv_Kenya",DStv Kenya,71048,9193,65830,1420544088587
620340592,"AsocPopular",Asociación Popular,21432,3199,7824,1420544088587
18725415,"ChristiesInc",Christie's,65118,7951,5880,1420544088587
23354464,"ConvoyofHope",Convoy of Hope,32053,15436,9349,1420544088587
24705687,"TheJUNOAwards",The JUNO Awards,76913,1547,12360,1420544088587
103022243,"cnnadam",Adam Levine,11095,2374,3470,1420544088587
15554547,"GadgetGuySite",GadgetGuy.com.au,21661,1256,7640,1420544088587
70314632,"storm",Melbourne Storm,55267,7899,29277,1420544090076
14591033,"journalistics",Journalistics,46846,15617,3904,1420544090076
43216942,"BeverlyJohnson1",Beverly Johnson,63890,5175,10247,1420544090076
15601977,"gregauman",Greg Auman,10524,1585,45905,1420544090076
15920875,"O2IRL",O2 Ireland,26106,8889,58533,1420544090076
491638416,"Wayin",Wayin,17853,3937,6559,1420544090076
69269105,"UKNATO",UK Delegation, NATO,10787,1046,3494,1420544090076
21842357,"miklasz",Bernie Miklasz,77809,1146,29825,1420544090076
226493139,"MTNGhana",MTN Ghana,41301,3281,16792,1420544090076
472207757,"MaybellineCAN",Maybelline Canada,13743,1313,6755,1420544090076
28516164,"djcolleen50",Colleen Shannon,31745,2877,2957,1420544090076
15111389,"breagrant",Brea Grant,46543,1468,16575,1420544090076
174890917,"BertDbacks",Steve Berthiaume,80825,1290,32038,1420544090076
57360691,"theindecent",The Indecent,21273,12456,2585,1420544090076
152341106,"RebeccaJarvis",Rebecca Jarvis,28815,1023,7416,1420544090076
18971670,"AlderHeyCharity",Alder Hey Hospital,19443,1922,8492,1420544090076
22192440,"stephaniesmyth",Stephanie Smyth,11477,1029,22987,1420544090076
238480712,"elbegdorj",????????? ????????? ,78231,3046,1296,1420544090076
976147104,"joizde",joiz Germany,19171,5905,13495,1420544090076
487535749,"CybersmileHQ",CybersmileFoundation,33506,10689,13789,1420544090076
276554601,"keviclifton",Kevin Clifton,77111,1226,4615,1420544090076
124119709,"NorthWave825",FM NORTH WAVE,10930,2236,22134,1420544090076
18170046,"GoRedForWomen",GoRedForWomen,33402,1392,3645,1420544090076
26207922,"mikewoodsfox5",Mike Woods,25875,1629,8427,1420544090076
14845376,"GrahamBlog",Lindsey Graham,66559,2186,3613,1420544090076
57333521,"espnW",espnW,70380,2523,12176,1420544090076
5146511,"MikeFoster",Mike Foster,34988,25074,16020,1420544090076
17604456,"POPSUGARBeauty",POPSUGAR Beauty,95198,1213,37089,1420544090076
17820399,"EricCarvin",Eric Carvin,11273,4161,10475,1420544090076
19675728,"officialhotrod",?izzy GOLDSTEIN ™,67755,14419,52176,1420544090076
171716921,"seancmichael",sean cameron michael,68932,1262,2030,1420544090076
166715703,"departed_music",The Departed,23362,5228,5123,1420544090076
275665487,"ArreliousBenn",Arrelious Benn,24861,1347,3192,1420544090076
10069612,"AFLCIO",AFL-CIO,54714,6054,31074,1420544090076
125209408,"chtvn",tvN,99620,48798,22927,1420544090076
199358175,"SantanderRio",Santander Río,47049,3393,15394,1420544090076
199331231,"cmua",CMUA Formación,23081,17238,21441,1420544090076
25242416,"TheRealMCMAGIC",MC MAGIC,94865,19400,20248,1420544090076
1515656335,"87kanon",?? ???? ?????????,13902,10133,1825,1420544090076
130447060,"paramount_spain",Paramount Spain,66874,1245,10688,1420544090076
46358463,"transportgovuk",Dept for Transport,44889,1061,5124,1420544090076
289794552,"Rocky87Fielding",Rocky Fielding,36163,1267,15911,1420544090076
23275004,"AliAdler",Ali Adler,74560,1127,7974,1420544090076
15907716,"TheGrommet",The Grommet,19848,11930,20030,1420544090076
92582360,"AncestryUK",Ancestry UK,22410,2820,7390,1420544090076
18694134,"BlushNightclub",Blush Nightclub,14712,8597,3572,1420544090076
49437246,"BAHjournalist",Brian A. Hernandez,19442,1299,30635,1420544090076
162041294,"kevin_seraphin",kslife,84293,13083,4989,1420544090076
44448194,"julietibrahim",Juliet Ibrahim,94973,2095,13806,1420544090076
16621805,"lizzieroper",lizzieroper,25740,2095,37099,1420544090076
1365924662,"Cbargainhunters",Casey Nezhoda on A&E,17337,11598,2674,1420544090076
33320626,"OasisFashion",Oasis Fashion,57693,1009,15644,1420544090077
568173048,"prompt_fmarinos",??F?????,72658,9144,4492,1420544090077
349227445,"Erene",ERENE,91750,54431,4664,1420544090077
186222238,"Amazon_Studios",Amazon Studios,43791,1478,2769,1420544090077
486092588,"waywire",#waywire,18538,8486,26220,1420544090077
17070252,"Q13FOX",#Q13FOX News,46631,1215,62528,1420544090077
61292961,"seemacnbc",Seema Mody,22849,1237,6004,1420544090077
17810599,"HipChat",Atlassian HipChat,12437,1431,8260,1420544090077
373316165,"yuumi_takaki",????@LinQ,28395,30687,8222,1420544090077
19205893,"ricardomusic",Ricardo Sanchez,27347,19558,4358,1420544090077
29788830,"group1crew",Group 1 Crew,60304,5153,8514,1420544090077
19934731,"kdugdalemsp",Kezia Dugdale,10519,3464,13069,1420544090077
44396034,"FilesAnywhere",FilesAnywhere.com,16199,1351,971,1420544090077
343066564,"Lanejohnson65",Lane Johnson ,44249,10580,591,1420544090077
14158682,"louloumagazine",LOULOU Magazine,33564,3172,9406,1420544090077
20536103,"penguinpress",Penguin Press,56600,2052,7673,1420544090077
41644754,"HOBOrlando",HOB Orlando,27201,13832,9185,1420544090077
24426175,"ScottGrimes",Scott Grimes,51289,5903,10663,1420544090077
34409159,"truthorange",truth,80843,1134,6413,1420544090077
316053072,"mr_2kay",Mr 2kay,37396,9208,10748,1420544090077
567341777,"AbelTrujillo1",Abel Trujillo,12723,2922,12931,1420544090077
52197340,"KingJHoliday",Holiday Music Group,21823,9053,9129,1420544090077
263131563,"siemens_es",Siemens España,48316,14325,8264,1420544090077
19034656,"Publici",Public Integrity,42761,1003,17542,1420544090077
193232854,"EstrellaDammCat",Estrella Damm Cat,45004,2036,15964,1420544090077
16101657,"Hardees",Hardee's ,35983,11129,8602,1420544090077
15980503,"vijayiyer",vijay iyer,18067,8132,14907,1420544090077
394078527,"HighwayCodeGB",The Highway Code,41622,25705,3972,1420544090077
62237585,"thenevereverau",The Never Ever,33224,25380,13958,1420544090077
16497947,"SLessard",Stefan Lessard,70613,3868,5859,1420544090077
20146313,"GilliesandEmily",Gillies & Emily,15838,15127,23350,1420544090077
555359654,"PeteReed",Pete Reed,13556,1035,8233,1420544090077
23453742,"CambriaQuartz",Cambria,12773,4954,8154,1420544090077
14745100,"nuevoleon",Gobierno Nuevo León,85840,8797,18059,1420544090077
14733498,"internetweek",internetweek,13772,2478,5262,1420544090077
8923182,"WWF_Australia",WWF_Australia,34812,2074,18385,1420544090077
325220198,"theCEREMONIES",The Ceremonies,23098,4586,2113,1420544090077
384940104,"justlabelit",Just Label It,30547,1673,4158,1420544090077
17896885,"BowersWilkins",Bowers & Wilkins,24748,6379,9577,1420544090077
31634255,"TelevisionAcad",Television Academy,97132,1952,8170,1420544090077
382230093,"MonicaWSB",Monica Pearson,12462,1243,13895,1420544090077
36440780,"lvanderkam",Laura Vanderkam,17141,4453,6153,1420544090077
18964685,"jasonjwilde",Jason Wilde,48020,1395,77037,1420544090077
23598498,"NICQUEENCOLE",COLE ROSE,13028,2111,18228,1420544090077
43586403,"mcbigcas",Casper Hight,18159,6092,19113,1420544090077
1886740873,"LornaSimpsonX",LuShou$ Artist,13731,1032,1953,1420544090077
174083824,"CSIROnews",CSIRO,33741,1591,12285,1420544090077
39841830,"brightedge",BrightEdge,22794,5235,5544,1420544090077
573956600,"PGeveryday",P&G everyday™,31126,1254,9460,1420544090077
18970044,"MaxiPriest",Maxi Priest,14256,2667,1429,1420544091891
26188018,"wordplaytjay",WORDPLAY TJAY,30400,11856,43873,1420544091891
879521,"peretti",Jonah Peretti,48589,1348,4788,1420544091891
168724880,"TokyoVerdySTAFF",????????? #????????,13773,15123,29155,1420544091891
19287097,"jampants",Jim Guthrie,10642,1112,5443,1420544091891
4380591,"HomeOfCricket",Lord's Ground,85677,13238,37271,1420544091891
23624581,"Tr3s",Tr3s,70978,17231,16686,1420544091891
808721557,"yu_ntpn",yu ntpn,63850,3934,21929,1420544091891
22242179,"TheKnuX",The KnuX,93369,33886,12027,1420544091892
90714989,"WeAreCTH",Close To Home ,38219,28827,11874,1420544091892
188077169,"runners_es",Runner's World,68728,1041,31580,1420544091892
34669164,"ottogrl",Michele Weisman,12647,5282,34969,1420544091892
149157068,"Space_NK",SPACE.NK.apothecary,24974,1050,6104,1420544091892
17965433,"GeneralSteele",GeneralSteele,24949,1648,24331,1420544091892
17348724,"VisitSanAntonio",Visit San Antonio,37866,1314,7475,1420544091892
398254894,"JasonDundas",Jason Dundas,26308,1767,5037,1420544091892
48544015,"washingnats",William Ladson,11427,1154,25328,1420544091892
25368027,"oakridgeboys",The Oak Ridge Boys,49924,1028,24592,1420544091892
129227039,"LetsStay2gether",Let's Stay Together,14608,1205,3045,1420544091892
29462762,"AssemblyWales",Assembly Wales,22273,2512,5638,1420544091892
1006922053,"RedesESPN",#RedesESPN,48268,2166,14936,1420544091892
811303,"bigspaceship",Big Spaceship,63734,3405,6403,1420544091892
203020760,"Incapsula_com",Incapsula.com,29390,1778,1676,1420544091892
29434532,"RicardoFerraco",Ricardo Ferraço,66812,2565,8668,1420544091892
22990521,"BabiesRUs",BabiesRUs,72434,4858,4932,1420544091892
128044351,"theNuzzy",david nuzzy nussbaum,24582,1132,9520,1420544091892
60863619,"thevirginmarys",The Virginmarys,13269,6712,3677,1420544091892
1618007706,"FansAuthentic",Fanatics Authentic,19593,18446,5411,1420544091892
14787749,"CommBank",CommBank,47244,3124,18412,1420544091892
50225386,"DJCHUS",Chus L. Esteban,39140,1031,18865,1420544091892
26089290,"aaronsimpson",Aaron Simpson,27905,2136,19745,1420544091892
19781206,"CSNMA",CSN Mid-Atlantic,46855,9993,50383,1420544091892
87932395,"1stanwalker",Stan Walker,97387,2434,7243,1420544091892
15445129,"jeffpearlman",jeffpearlman ,49413,47413,39649,1420544091892
818340,"marshallk",Marshall Kirkpatrick,57110,14752,35960,1420544091892
175295203,"ms_tvtokyo",????????????????,13934,3621,1692,1420544091892
235511302,"B_I_nozomi",??????,17935,2280,15156,1420544091892
16262688,"conantnyc",Scott Conant,70855,1589,6122,1420544091892
231549941,"CrystalsLV",TheShops at Crystals,10268,1014,8130,1420544091892
23779501,"BrilliantEarth",Brilliant Earth,12996,1449,2513,1420544091892
15520253,"news4buffalo",WIVB News 4 Buffalo,57461,1041,60339,1420544091892
96965703,"druwakely",Andrew Wakely,86700,1131,11866,1420544091892
21796484,"nyphil",NY Philharmonic,88296,2471,6523,1420544091892
74035510,"OFA_TN",OFA TN,11496,8006,11181,1420544091892
97175299,"laliguecancer",la Ligue vs. cancer,46116,2663,5365,1420544091892
104291835,"LaReimers",Marion Reimers,60584,1050,23188,1420544091892
69020299,"MrMichaelLee",Michael Lee,32322,1486,23381,1420544091892
18485224,"cicero_online",Cicero Online,50256,4939,10483,1420544091892
237365098,"Pdub80",Peter Warrick,15293,1236,4858,1420544091892
17047743,"Webroot",Webroot,38485,2872,10291,1420544091892
130600206,"Heritage_Action",Heritage Action,15978,2778,14553,1420544091892
